Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-007596,2025-01-24,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),19.9,7.28,8.42,2.07,6.0,304.0,14.0,2.07,0.45,0.0045,0.0018,140,72.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007597,2024-06-01,Pre-Monsoon / Summer,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),27.9,9.0,1.82,19.85,72.7,967.5,26.0,53.72,1.77,0.0168,0.032,180000,38.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007598,2025-10-28,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),22.5,6.97,2.58,2.39,6.2,536.2,2.3,5.98,0.89,0.0413,0.0024,180,27.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007599,2023-01-05,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),19.3,8.63,0.58,44.0,232.5,1376.9,35.2,35.52,1.12,0.0271,0.0268,68000,32.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007600,2024-11-24,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),23.8,7.6,4.3,6.7,33.4,381.9,17.1,16.86,0.89,0.0051,0.0035,2400,43.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007601,2023-04-22,Pre-Monsoon / Summer,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),30.5,7.78,4.02,2.9,7.5,2315.5,3.7,21.51,1.8,0.0079,0.0046,0,62.5,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007602,2025-09-30,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),22.5,7.87,5.2,6.32,27.0,461.2,123.8,22.01,0.57,0.0115,0.0145,8500,41.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007603,2023-09-30,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),25.9,7.15,8.12,2.59,9.3,226.6,28.0,4.19,0.41,0.0048,0.0024,20,73.2,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007604,2024-02-26,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),19.9,7.42,4.22,2.31,7.5,482.6,6.9,16.29,0.6,0.039,0.0053,20,48.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007605,2023-09-22,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,25.2,7.98,0.0,45.17,163.6,1442.0,227.2,32.12,1.42,0.0171,0.0182,450000,32.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007606,2023-07-31,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,28.7,8.13,0.0,22.34,135.5,1406.0,100.3,58.53,1.4,0.0264,0.0453,450000,35.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007607,2026-01-06,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),19.4,8.55,1.12,48.03,302.5,1698.3,33.2,64.95,1.65,0.0084,0.0491,450000,32.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007608,2025-02-20,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),14.7,8.58,2.16,22.8,134.3,1117.3,30.5,28.06,0.93,0.0133,0.0472,180000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007609,2024-10-27,Post-Monsoon,Bihar,Patna,Ganga River,River (Surface Water),22.1,6.83,4.55,5.51,22.4,515.8,16.1,15.47,1.04,0.004,0.0082,1200,43.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007610,2026-05-29,Pre-Monsoon / Summer,Tamil Nadu,Chennai,Cooum River,River (Surface Water),30.2,9.72,0.19,44.46,189.9,1427.0,68.9,36.28,1.54,0.0155,0.026,68000,31.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007611,2024-01-04,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),18.9,8.06,0.14,56.17,329.6,1646.9,82.1,37.61,1.61,0.0163,0.0155,1200000,33.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007612,2025-08-15,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),28.4,7.72,0.32,40.63,149.9,1641.4,160.7,64.88,1.49,0.0184,0.0378,68000,33.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007613,2023-12-13,Winter,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),22.1,8.15,1.99,14.43,55.8,956.1,76.6,63.24,0.89,0.0201,0.0477,25000,31.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007614,2023-01-25,Winter,Telangana,Hyderabad,Musi River,River (Surface Water),19.5,8.68,0.0,52.16,231.4,1869.9,44.2,39.15,1.08,0.0268,0.0168,450000,30.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007615,2025-09-02,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),30.1,7.89,5.97,6.02,24.2,586.3,130.7,30.06,1.14,0.0041,0.005,8500,48.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007616,2024-02-21,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),18.8,7.56,1.3,21.33,124.5,1375.4,40.2,42.47,0.82,0.0155,0.0345,1200000,38.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007617,2024-05-29,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),29.1,7.67,1.69,17.65,72.1,385.5,48.9,27.33,1.73,0.0225,0.0334,1200000,29.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007618,2023-08-03,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,25.4,9.87,0.28,56.4,267.6,1871.0,179.1,27.96,1.7,0.0258,0.0401,25000,25.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007619,2026-02-09,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,18.6,7.95,0.53,41.08,249.9,1347.9,32.0,47.09,1.08,0.0171,0.0388,450000,33.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007620,2025-08-11,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),24.8,7.87,5.5,3.09,8.8,346.1,47.8,8.07,0.31,0.0032,0.0055,600,51.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007621,2025-07-02,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),26.9,7.11,1.2,50.27,266.4,1714.7,118.1,37.85,1.27,0.015,0.0335,1200000,33.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007622,2024-03-03,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),34.2,7.78,0.0,42.94,225.8,1646.6,58.8,64.51,1.39,0.0204,0.0323,450000,28.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007623,2025-01-02,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,17.7,7.98,1.22,41.98,213.0,1562.7,54.3,28.86,1.72,0.0165,0.0321,25000,26.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007624,2024-11-29,Post-Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),20.9,9.19,1.29,39.01,197.5,2069.4,73.1,50.42,1.13,0.0103,0.0316,68000,32.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007625,2023-08-04,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),26.7,8.04,4.47,7.69,35.9,453.6,57.7,25.73,0.71,0.0108,0.0148,2400,41.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007626,2024-02-17,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),18.6,7.51,3.4,2.28,6.0,463.5,2.6,6.91,0.59,0.0577,0.006,180,35.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007627,2024-01-15,Winter,Bihar,Patna,Ganga River,River (Surface Water),15.2,7.39,4.78,5.2,22.8,635.4,12.9,18.21,1.09,0.006,0.0078,4800,49.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007628,2023-08-20,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),26.3,7.45,3.75,1.81,6.5,2055.3,7.5,30.7,3.87,0.0027,0.0066,0,27.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007629,2025-04-14,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),29.3,7.29,4.79,7.39,29.3,558.5,18.2,13.03,1.1,0.0059,0.0058,2400,52.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007630,2023-09-15,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),31.9,8.03,3.86,4.29,17.3,517.8,68.4,16.6,0.76,0.008,0.0099,4800,31.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007631,2026-07-03,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),27.2,8.04,2.69,15.22,61.7,869.1,89.3,31.6,1.01,0.0152,0.0355,25000,34.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007632,2024-02-07,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),19.2,7.01,7.15,2.41,8.3,277.9,8.1,9.2,0.62,0.0024,0.0056,20,81.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007633,2024-02-28,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,19.8,8.8,0.97,33.05,135.0,1695.1,72.2,59.24,1.19,0.0097,0.0192,1200000,36.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007634,2025-02-08,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,15.7,7.77,1.86,52.89,222.0,1774.4,48.8,32.67,1.4,0.0219,0.0453,25000,27.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007635,2023-03-06,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),27.5,8.7,0.0,41.01,235.3,1699.3,53.3,64.96,1.5,0.0225,0.0254,1200000,36.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007636,2023-07-09,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),28.0,7.34,5.29,4.17,15.8,360.6,146.4,28.26,0.93,0.006,0.0031,1200,43.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007637,2025-08-07,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),28.1,7.29,4.75,2.04,5.6,2522.9,7.6,33.28,2.13,0.0022,0.0025,10,55.6,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007638,2023-06-22,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),29.2,9.24,0.0,39.19,200.4,1639.4,72.4,47.98,1.45,0.0132,0.0382,180000,38.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007639,2025-01-28,Winter,Telangana,Hyderabad,Musi River,River (Surface Water),21.2,7.74,0.0,50.63,177.6,1642.4,56.9,31.1,1.51,0.01,0.0291,1200000,25.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007640,2024-09-19,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),27.9,8.65,0.24,34.59,129.7,1615.3,263.4,39.86,1.24,0.0078,0.0346,450000,26.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007641,2024-07-14,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),26.6,6.9,7.8,1.46,5.1,236.2,51.6,8.73,0.42,0.001,0.0032,80,87.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007642,2026-06-04,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),26.4,7.32,5.83,1.84,6.4,225.3,9.8,4.32,0.36,0.0054,0.002,600,63.4,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007643,2025-09-27,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),28.1,8.2,2.08,16.13,103.3,954.4,103.5,46.05,1.05,0.0181,0.0392,1200000,35.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007644,2024-02-05,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),20.4,8.45,0.0,28.47,145.7,1533.1,79.5,55.76,1.53,0.0231,0.0431,450000,37.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007645,2024-09-29,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),28.1,8.4,2.14,46.49,212.7,1431.9,135.3,33.93,1.07,0.0107,0.0503,450000,32.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007646,2025-08-06,Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),26.9,7.9,0.41,39.33,196.5,1690.5,144.2,62.27,1.23,0.0087,0.0381,180000,27.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007647,2023-08-01,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,28.2,7.95,6.92,2.78,10.7,309.0,92.2,7.37,0.47,0.0052,0.0034,80,72.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007648,2023-02-22,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),18.8,7.73,1.61,11.76,64.8,1225.0,47.0,62.49,1.79,0.0131,0.0263,1200000,30.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007649,2024-09-15,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),26.2,8.07,2.85,1.64,4.2,1804.9,7.8,27.74,2.46,0.003,0.0058,35,34.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007650,2025-01-21,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),20.7,9.47,0.0,43.55,209.9,1293.3,39.1,49.0,0.96,0.0154,0.0206,68000,26.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007651,2024-10-23,Post-Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),25.0,7.8,4.06,2.34,6.9,2240.7,5.6,27.14,2.71,0.0023,0.0014,10,62.9,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007652,2023-05-19,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),31.5,7.51,7.72,2.2,7.8,292.2,14.7,11.36,0.89,0.0015,0.0024,20,74.1,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007653,2024-02-22,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),23.3,8.16,1.89,11.99,54.7,514.9,76.8,43.09,1.23,0.0258,0.0478,180000,28.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007654,2023-05-23,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),30.3,7.26,4.61,5.47,26.5,462.6,24.7,29.35,0.79,0.0071,0.0065,4800,45.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007655,2024-05-23,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),27.0,6.98,7.28,2.42,7.2,329.9,10.3,10.39,0.74,0.005,0.0012,600,58.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007656,2024-10-11,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),23.1,7.86,1.14,24.24,114.7,806.5,75.4,53.6,1.2,0.0269,0.0448,1200000,31.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007657,2024-04-30,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),31.9,7.93,2.18,17.96,77.1,1045.7,79.9,29.74,1.74,0.0098,0.0354,68000,33.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007658,2025-09-18,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),26.5,8.07,5.97,5.23,21.1,712.6,58.1,10.62,0.63,0.0058,0.0121,1200,45.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007659,2024-06-26,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),29.5,7.89,5.17,5.47,21.5,403.2,19.4,13.19,0.99,0.0104,0.008,8500,49.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007660,2023-10-20,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,27.0,8.19,1.56,50.73,199.9,1602.8,36.3,40.67,0.95,0.0228,0.0538,180000,35.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007661,2026-07-31,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),29.4,7.69,1.69,13.67,64.1,1023.9,128.6,64.16,1.72,0.015,0.0279,25000,28.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007662,2024-11-01,Post-Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),24.0,7.09,6.64,1.91,4.9,206.6,10.2,6.29,0.87,0.0059,0.0065,20,93.1,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-007663,2025-04-17,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),31.0,7.44,7.28,2.75,7.5,228.9,14.9,7.7,0.81,0.0056,0.0059,20,76.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007664,2025-11-03,Post-Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,19.3,8.25,0.62,43.01,229.3,1199.6,52.0,35.91,1.43,0.0203,0.0174,180000,38.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007665,2024-09-25,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),28.0,7.29,5.88,4.56,21.1,556.3,77.2,16.76,0.88,0.0025,0.0046,4800,51.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007666,2023-09-29,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),25.1,7.53,1.96,8.0,39.6,915.0,92.6,60.69,0.99,0.0131,0.0303,180000,26.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007667,2025-11-14,Post-Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),24.6,7.29,6.37,1.2,4.0,233.9,10.8,4.91,0.71,0.0042,0.0057,80,81.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007668,2023-11-18,Post-Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),23.7,7.43,7.71,2.39,8.3,224.3,13.3,4.84,0.83,0.0056,0.0056,140,85.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007669,2025-03-16,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),32.0,7.55,7.09,2.06,5.2,276.6,14.4,1.64,0.65,0.0058,0.0035,350,85.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007670,2026-01-31,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),17.0,7.48,7.73,2.22,7.5,245.8,9.6,4.86,0.78,0.0035,0.0028,350,86.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007671,2025-06-01,Pre-Monsoon / Summer,Tamil Nadu,Chennai,Cooum River,River (Surface Water),29.9,9.03,0.59,41.11,195.0,1548.9,49.9,61.25,1.17,0.017,0.0169,68000,35.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007672,2025-11-29,Post-Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),24.9,7.95,4.38,1.67,5.3,2096.8,2.3,60.81,2.07,0.0014,0.0014,90,55.2,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007673,2023-08-23,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),27.6,8.49,5.48,5.21,22.4,579.0,134.0,28.25,0.93,0.0067,0.0111,1200,49.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007674,2025-04-11,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),28.2,8.05,1.96,8.0,32.3,684.1,46.1,58.56,0.84,0.0142,0.0513,450000,33.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007675,2026-01-17,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),18.9,8.44,2.91,14.24,81.8,1299.6,81.1,38.8,1.02,0.0278,0.033,180000,37.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007676,2026-01-28,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),17.5,7.85,4.89,1.15,3.8,2203.3,8.0,58.31,1.1,0.0028,0.0054,35,56.3,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007677,2023-05-24,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),30.6,8.49,0.0,32.58,170.8,1316.2,58.1,59.27,0.98,0.0138,0.046,25000,29.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007678,2026-01-10,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,20.8,7.63,7.98,2.44,9.2,224.9,13.8,3.85,0.46,0.0035,0.0021,350,80.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007679,2024-08-11,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),28.3,7.39,7.54,2.69,7.5,328.6,65.4,5.94,0.44,0.0011,0.0064,350,74.9,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007680,2023-08-17,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),25.0,7.17,5.39,3.21,12.0,408.3,75.0,10.33,0.52,0.0065,0.0067,2400,48.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007681,2026-05-05,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),30.0,6.9,4.46,5.67,20.4,661.0,30.0,15.51,0.81,0.0115,0.0127,8500,45.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007682,2023-10-01,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),25.0,9.45,0.45,40.17,254.2,1834.1,53.7,55.82,1.02,0.0096,0.0413,68000,33.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007683,2024-08-12,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),27.3,9.16,0.03,46.27,237.6,1579.6,163.7,42.71,0.87,0.009,0.0372,68000,38.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007684,2024-10-14,Post-Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,21.8,9.11,0.31,33.73,150.3,1453.2,62.2,48.65,1.22,0.0209,0.0231,68000,30.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007685,2024-08-05,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),28.4,9.07,2.46,18.15,67.4,1422.7,128.0,36.51,1.15,0.0057,0.043,180000,37.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007686,2025-08-25,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,27.4,7.1,7.56,3.81,14.0,291.8,71.6,1.76,0.58,0.0014,0.0019,350,53.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007687,2024-01-07,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),19.8,7.61,4.17,1.27,5.0,525.8,7.4,9.46,0.49,0.05,0.0102,20,40.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007688,2026-01-08,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,16.7,7.44,7.45,1.8,6.1,399.0,11.1,4.29,0.51,0.0014,0.002,140,81.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007689,2026-06-12,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),31.8,7.73,0.0,34.59,224.2,1326.0,53.7,46.48,0.89,0.0165,0.0446,25000,36.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
